seller_id,seller_city,seller_state,supplier_rating,lead_time_days,supplier_status
562fc2f2c2863ab7e79a9e4388a58a14,campinas,SP,4.2,5,Preferred
0b90b6df587eb83608a64ea8b390cf07,maringa,PR,4.0,13,Standard
e70053bf73d1b5863932e53a9fa47496,sao paulo,SP,4.3,11,Standard
d566c37fa119d5e66c4e9052e83ee4ea,sao paulo,SP,4.7,5,Preferred
23613d49c3ac2bd302259e55c06c050c,porto ferreira,SP,3.6,6,Preferred
dc4a0fc896dc34b0d5bfec8438291c80,ibitinga,SP,3.7,7,Preferred
36890be00bbfc1cdb9a4a38a6af05a69,osasco,SP,4.3,5,Preferred
fd386aa7bed2af3c7035c65506c9b4a3,sao paulo,SP,4.3,7,Preferred
28405831a29823802aa22c084cfd0649,sao paulo,SP,4.3,11,Standard
04308b1ee57b6625f47df1d56f00eedf,bombinhas,SC,3.9,8,Standard
95f83f51203c626648c875dd41874c7f,borda da mata,MG,3.2,4,Preferred
5c243662ce92d84573bfaff24c3e3700,sao paulo,SP,4.1,10,Standard
e5a3438891c0bfdb9394643f95273d8e,limeira,SP,3.7,9,Standard
7e93a43ef30c4f03f38b393420bc753a,barueri,SP,4.2,2,Preferred
813348c996469b40f2e028d5429d3495,jundiai,SP,4.0,14,Standard
903037660cf848a717166eb7a06d616e,sao paulo,SP,3.7,3,Preferred
7a425d299613df3e613bcf9d2eaf5c49,rio de janeiro,RJ,4.2,3,Preferred
8ed8ea9a57c862f2c18c2fe41f601d56,blumenau,SC,4.4,11,Standard
d98eec89afa3380e14463da2aabaea72,porto alegre,RS,4.2,10,Standard
0adac9fbd9a2b63cccaac4f8756c1ca8,louveira,SP,3.9,13,Standard
bc47d5d1490df2b36add65d733eafaba,santo andre,SP,3.3,10,Standard
da8622b14eb17ae2831f4ac5b9dab84a,piracicaba,SP,4.1,10,Standard
d23019c84ffae2d5ef2270367b8605fc,londrina,PR,4.4,2,Preferred
640e21a7d01df7614a3b4923e990d40c,ibitinga,SP,4.3,8,Standard
fa74b2f3287d296e9fbd2cc80f2d1cf1,presidente prudente,SP,2.4,13,Standard
822166ed1e47908f7cfb49946d03c726,tres rios,RJ,4.2,12,Standard
3f9c56764fabca627406093dcb3ef0b4,rio de janeiro,RJ,4.7,14,Standard
4de6e4ba574aa9dfdc824bc44dc47fdd,colombo,PR,4.1,4,Preferred
c70c1b0d8ca86052f45a432a38b73958,hortolandia,SP,4.3,12,Standard
385799a1cddbd26dfeb9157356a42282,sao paulo,SP,4.2,10,Standard
57df9869a600bd6b7c405f2a862eccfb,santa rita do sapucai,MG,4.4,9,Standard
3d871de0142ce09b7081e2b9d1733cb1,campo limpo paulista,SP,4.1,4,Preferred
33ac3e28642ab8bda860a2f693000e78,cotia,SP,4.2,2,Preferred
4e06067cc08b3f41d837768d392c3ee3,betim,MG,4.2,10,Standard
1f50f920176fa81dab994f9023523100,sao jose do rio preto,SP,4.0,14,Standard
6ec1a01e866584bb679eb9b098345919,santos,SP,4.2,11,Standard
ef506c96320abeedfb894c34db06f478,sao paulo,SP,3.9,2,Preferred
b6e1504972665f739dec4facb9943775,piracicaba,SP,4.4,4,Preferred
2e1c9f22be269ef4643f826c9e650a52,sao paulo,SP,4.1,14,Standard
f789d2c4f2c2eb38fc4373e7a4b35264,juiz de fora,MG,4.2,7,Preferred
ba143b05f0110f0dc71ad71b4466ce92,sao paulo,SP,4.5,7,Preferred
1a3df491d1c4f1589fc2b934ada68bf2,joinville,SC,4.2,12,Standard
bacb1f0ed56ad24198f5810d2b3fe9a5,jacarei,SP,4.0,11,Standard
aba1721a889e04decc910aa13b768ef4,sao paulo,SP,4.5,5,Preferred
cd68562d3f44870c08922d380acae552,ribeirao preto,SP,3.9,3,Preferred
82cb9f452fe8334df74b22d37824b431,caxias do sul,RS,4.7,14,Standard
cbd996ad3c1b7dc71fd0e5f5df9087e2,sao jose do rio preto,SP,4.1,11,Standard
e26901d5ab434ce92fd9b5c256820a4e,maua,SP,4.1,7,Preferred
ad781527c93d00d89a11eecd9dcad7c1,sao jose do rio preto,SP,3.1,11,Standard
1da366cade6d8276e7d8beea7af5d4bf,uba,MG,3.9,6,Preferred
0d33a55da925bbf1ff02af5f6059fc7f,sao paulo,SP,4.5,14,Standard
8bb48dc19fccaa8613b6229bf7f452a2,assis,SP,4.4,7,Preferred
c864036feaab8c1659f65ea4faebe1da,campo largo,PR,4.6,8,Standard
42b729f859728f5079499127a9c2ef37,sao paulo,SP,4.3,12,Standard
128639473a139ac0f3e5f5ade55873a5,maringa,PR,4.2,10,Standard
54965bbe3e4f07ae045b90b0b8541f52,foz do iguacu,PR,2.9,13,Standard
e5e33c0d8e7e002f398f5dc4cbbb338f,bauru,SP,4.3,13,Standard
17a053fcb14bd219540cbde0df490be0,mogi guacu,SP,4.2,8,Standard
131fcb0a0c9a47bba4474aacff0f14b7,sao paulo,SP,4.0,5,Preferred
aae3bfea055532c57fb453ed3ec80b30,santo andre,SP,3.6,11,Standard
f3b80352b986ab4d1057a4b724be19d0,brasilia,DF,4.2,6,Preferred
1d8dbc4f32378d715c717c1c1fc57bae,arapongas,PR,3.9,14,Standard
37be5a7c751166fbc5f8ccba4119e043,sao paulo,SP,4.3,7,Preferred
e59aa562b9f8076dd550fcddf0e73491,curitiba,PR,4.4,14,Standard
520b493b57809f446cb0a233bb3e25c7,santos,SP,4.4,10,Standard
a416b6a846a11724393025641d4edd5e,sao paulo,SP,4.2,6,Preferred
ca3bd7cd9f149df75950150d010fe4a2,sao paulo,SP,3.8,6,Preferred
6bbcb8924baf70b7fe2fe2097e8cd407,blumenau,SC,4.5,8,Standard
a56a8043ebf66e42119618fb8cf232c6,joinville,SC,5.0,3,Preferred
11305281b50fff20ae8bb473f8e11876,uba,MG,4.4,4,Preferred
376a891762bbdecbc02b4b6adec3fdda,goiania,GO,4.7,13,Standard
4e922959ae960d389249c378d1c939f5,jacarei,SP,3.9,3,Preferred
240b9776d844d37535668549a396af32,niteroi,RJ,4.3,11,Standard
09f952a5f58d2285b0372551ae8f9b01,sao bernardo do campo,SP,3.7,11,Standard
1b4c3a6f53068f0b6944d2d005c9fc89,sao ludgero,SC,4.1,13,Standard
062ce95fa2ad4dfaedfc79260130565f,lajeado,RS,4.0,3,Preferred
53243585a1d6dc2643021fd1853d8905,lauro de freitas,BA,4.1,4,Preferred
5b07547f10dd980738a1a27f685af669,guarulhos,SP,4.5,7,Preferred
0241d4d5d36f10f80c644447315af0bd,curitiba,PR,4.3,6,Preferred
cab85505710c7cb9b720bceb52b01cee,sao paulo,SP,4.3,12,Standard
6d66611d7c44cc30ce351abc49a68421,sao paulo,SP,3.9,14,Standard
71039d19d4303bf9054d69e9a9236699,sao paulo,SP,3.7,6,Preferred
c68fb906c8f4b4b946d8386bfa6e5467,jaboticabal,SP,4.5,3,Preferred
46dc3b2cc0980fb8ec44634e21d2718e,rio de janeiro,RJ,4.2,3,Preferred
7681ef142fd2c19048da7430856b5588,guarulhos,SP,4.1,13,Standard
bd15ee794d5e640d9dd71b665b2ab15b,ribeirao preto,SP,4.0,2,Preferred
36a968b544695394e4e9d7572688598f,santos,SP,3.7,4,Preferred
33a17d60c64393351ebf1ef860f4e0f2,porto alegre,RS,4.6,13,Standard
609e1a9a6c2539919b8205cf7c4e6ff0,brusque,SC,3.5,13,Standard
dee656f0f566ed1aa85bd137c943f08f,cruzeiro,SP,4.4,12,Standard
d1c281d3ae149232351cd8c8cc885f0d,ibitinga,SP,3.8,8,Standard
26d8a1c7c75d513045798992ead43aa2,apucarana,PR,4.3,12,Standard
2a5b78b41cd05baeac8df54c6606b92c,formiga,MG,4.1,6,Preferred
d9bd94811c3338dceb4181f3dbc0c73e,sao paulo,SP,4.8,8,Standard
6cd68b3ed6d59aaa9fece558ad360c0a,belo horizonte,MG,4.5,10,Standard
527801b552d0077ffd170872eb49683b,garca,SP,4.4,7,Preferred
04e38a233f726ef161074ab1c9b0399a,sao paulo,SP,3.8,3,Preferred
b1fc4f64df5a0e8b6913ab38803c57a9,sao goncalo,RJ,3.8,2,Preferred
7299e27ed73d2ad986de7f7c77d919fa,araguari,MG,4.4,2,Preferred
48efc9d94a9834137efd9ea76b065a38,curitiba,PR,5.0,11,Standard
1127b7f2594683f2510f1c2c834a486b,campinas,SP,4.1,10,Standard
18a349e75d307f4b4cc646a691ed4216,sao paulo,SP,3.4,7,Preferred
8fdca8e349553f99bc738833a62c8802,sao paulo,SP,4.4,7,Preferred
8f580d36c1e9d6fbce95283403c7d447,ribeirao preto,SP,4.4,5,Preferred
41b39e28db005d9731d9d485a83b4c38,santo andre,SP,4.1,13,Standard
fa1a9dec3a9940c072684a46728bf1fc,icara,SC,4.0,3,Preferred
c458e2045a8aa8964f8879af03fdcce6,sao caetano do sul,SP,3.3,11,Standard
91f0eec23d4a61d7d7caeefa3f0ad1ca,tubarao,SC,3.3,4,Preferred
634964b17796e64304cadf1ad3050fb7,rio de janeiro,RJ,3.9,4,Preferred
23ff42c4bf1f8f16cddb19d8b972974a,itau de minas,MG,4.3,9,Standard
620c87c171fb2a6dd6e8bb4dec959fc6,petropolis,RJ,4.2,7,Preferred
891071be6ba827b591264c90c2ae8a63,sao paulo,SP,3.8,8,Standard
f80edd2c5aaa505cc4b0a3b219abf4b8,sao paulo,SP,4.1,10,Standard
c826c40d7b19f62a09e2d7c5e7295ee2,guarulhos,SP,4.0,2,Preferred
2b3b9ce054da76a7428df143a567b156,sao paulo,SP,3.2,3,Preferred
cca3071e3e9bb7d12640c9fbe2301306,ibitinga,SP,3.8,10,Standard
,,,4.2,6,Preferred
1f9ab4708f3056ede07124aad39a2554,tupa,SP,4.1,5,Preferred
8160255418d5aaa7dbdc9f4c64ebda44,ibitinga,SP,3.8,2,Preferred
54a1852d1b8f10312c55e906355666ee,santa barbara d'oeste,SP,4.4,10,Standard
b76dba6c951ab00dc4edf0a1aa88037e,sao paulo,SP,4.2,12,Standard
116ccb1a1604bc88e4d234a8c23f33de,sao bernardo do campo,SP,4.6,14,Standard
fa40cc5b934574b62717c68f3d678b6d,sao paulo,SP,4.4,10,Standard
04aa0a1c5ce6b222003403a3e11c3cc0,cosmopolis,SP,3.5,5,Preferred
edb1ef5e36e0c8cd84eb3c9b003e486d,teresopolis,RJ,4.4,10,Standard
06a2c3af7b3aee5d69171b0e14f0ee87,sao luis,MA,4.0,11,Standard
aafe36600ce604f205b86b5084d3d767,sao jose,SC,4.4,14,Standard
0ea22c1cfbdc755f86b9b54b39c16043,sete lagoas,MG,4.3,2,Preferred
7a67c85e85bb2ce8582c35f2203ad736,sao paulo,SP,4.2,6,Preferred
7142540dd4c91e2237acb7e911c4eba2,penapolis,SP,4.0,2,Preferred
715bbd5ba4e6b74cb0d2f29eb45058b0,serra negra,SP,4.4,5,Preferred
f262cbc1c910c83959f849465454ddd3,sao paulo,SP,4.0,13,Standard
c3867b4666c7d76867627c2f7fb22e21,guara,SP,3.9,6,Preferred
8ae520247981aa06bc94abddf5f46d34,navegantes,SC,4.4,12,Standard
66dc1b1632bd6a3e508510c5b3492107,jau,SP,3.3,4,Preferred
7ea5bfa6c340f58f8e71fc1f0412b0d6,belo horizonte,MG,4.1,3,Preferred
966cb4760537b1404caedd472cc610a5,diadema,SP,3.8,7,Preferred
3bb32fedaa74e4ad20f4ce067733bd31,porto belo,SC,4.7,12,Standard
f5f1f2c5f923f36ad79ea1d07185ddc9,taruma,SP,3.1,14,Standard
48162d548f5b1b11b9d29d1e01f75a61,piracicaba,SP,3.8,4,Preferred
4a3ccda38b2129705f3fb522db62ca31,marilia,SP,3.8,11,Standard
a3082f442524a1be452e3189e003b361,curitiba,SP,4.2,2,Preferred
30a2f535bb48308f991d0b9ad4a8c4bb,santa barbara d'oeste,SP,4.2,12,Standard
014d9a685fd57276679edd00e07089e5,maringa,PR,3.8,14,Standard
dfa0c4c6229ab200a4a1336b4d7128ff,florianopolis,SC,4.0,6,Preferred
52f9db5cfb423382a2fa5c9e39303202,echapora,SP,4.2,3,Preferred
e2aee0892199b1d92530e371abd825bf,rolandia,PR,3.8,3,Preferred
2e1a7d075abe038c1b2743005fe42ff1,sao paulo,SP,3.7,5,Preferred
ce27a3cc3c8cc1ea79d11e561e9bebb6,sao paulo,SP,3.9,5,Preferred
1acde099eb406aa220b1169b188b42da,sao paulo,SP,4.3,5,Preferred
b19f3ca2ea475913750f25a5c37c8d8f,divinopolis,MG,2.8,8,Standard
973f21788dfab357250f69a8dcb7ddee,claudio,MG,2.3,2,Preferred
4be2e7f96b4fd749d52dff41f80e39dd,rio branco,AC,1.0,14,Standard
5a8e7d5003a1f221f9e1d6e411de7c23,campinas,SP,4.2,9,Standard
11742f81550ac064cc9a40f67151d9ad,catanduva,SP,5.0,13,Standard
f18112da765e0971ca5d510dec322bdd,brusque,SC,4.0,14,Standard
e882b2a25a10b9c057cc49695f222c19,teresopolis,RJ,4.6,11,Standard
bbad7e518d7af88a0897397ffdca1979,sao paulo,SP,3.1,10,Standard
53e4c6e0f4312d4d2107a8c9cddf45cd,pedreira,SP,4.1,11,Standard
7ad32824caee82087b3e2e5f33b1bf32,ibitinga,SP,3.8,14,Standard
4d6d651bd7684af3fffabd5f08d12e5a,jau,SP,4.2,7,Preferred
e9bc59e7b60fc3063eb2290deda4cced,maringa,PR,4.0,5,Preferred
850f4f8af5ea87287ac68de36e29107f,sao paulo,SP,4.3,7,Preferred
e333046ce6517bd8bb510291d44f0130,ipaussu,SP,4.4,11,Standard
95ec4458365c4d11f452ccf538377619,limeira,SP,4.3,8,Standard
ba90964cff9b9e0e6f32b23b82465f7b,guarulhos,SP,4.4,7,Preferred
7e3f87d16fb353f408d467e74fbd8014,sao paulo,SP,4.1,12,Standard
c3acdfac4e3e97ff87529454fbc03642,sao paulo,SP,4.2,2,Preferred
81f89e42267213cb94da7ddc301651da,presidente prudente,SP,3.6,6,Preferred
7178f9f4dd81dcef02f62acdf8151e01,videira,SC,4.0,9,Standard
97512d3fc193b2d1dfcdba0f9d1f0f8a,sao paulo,SP,4.3,9,Standard
e48b04bf1aa1ef711caebeb7aede6180,curitiba,PR,4.5,13,Standard
fa1c13f2614d7b5c4749cbc52fecda94,sumare,SP,4.3,11,Standard
4be6b962d83299498bae2190f95d6566,sao carlos,SP,4.2,10,Standard
98dac6635aee4995d501a3972e047414,sao paulo,SP,3.9,5,Preferred
7b07b3c7487f0ea825fc6df75abd658b,sao paulo,SP,4.4,11,Standard
972d0f9cf61b499a4812cf0bfa3ad3c4,brusque,SC,2.9,7,Preferred
381c83fdca332ea6afd896da20bf6e4a,curitiba,PR,4.3,8,Standard
0951a6e282947e09cd47969f4ed0b47f,taboao da serra,SP,4.9,6,Preferred
7ddcbb64b5bc1ef36ca8c151f6ec77df,sao paulo,SP,3.9,12,Standard
2138ccb85b11a4ec1e37afbd1c8eda1f,sao paulo,SP,3.9,9,Standard
165fc07beebdcb6190fba8a06db2a449,maringa,PR,3.7,4,Preferred
7ad41305e96a6cab8294cd65891e9a86,rio bonito,SP,5.0,9,Standard
2d518637f53161b973e01f56ea4bb88e,sao paulo,SP,4.9,6,Preferred
8648b1e89e9b349e32d3741b30ec737e,jacarei,SP,4.1,2,Preferred
70eea00b476a314817cefde4aad4f89a,itatiba,SP,4.3,14,Standard
31344c16881c08a8a72c6d2eb29918c1,uba,MG,4.4,7,Preferred
33a6f4b1e7cdc205511e76ba1b6e0186,guarulhos,SP,4.3,3,Preferred
681fce914360217db47784ae28905a96,araucaria,PR,3.9,8,Standard
229c3efbfb0ea2058de4ccdfbc3d784a,belo horizonte,MG,3.6,10,Standard
fdaaf5bfda82b7b80535610c831b8d09,sao jose do rio preto,SP,4.0,4,Preferred
b2ba3715d723d245138f291a6fe42594,sao paulo,SP,4.1,11,Standard
c42fd8e4d47dfb18ce5222f2dd7752f9,osasco,SP,4.0,5,Preferred
3092c0b297aacfb4bb6e056ebe13b9b8,aruja,SP,3.6,5,Preferred
612170e34b97004b3ba37eae81836b4c,novo hamburgo,RS,4.4,5,Preferred
75d34ebb1bd0bd7dde40dd507b8169c3,salvador,BA,3.8,4,Preferred
9bcdfa7b615b3abb9461d9e3ad9886ae,blumenau,SC,4.6,6,Preferred
6d803cb79cc31c41c4c789a75933b3c7,sao joaquim da barra,SP,4.3,10,Standard
7aa4334be125fcdd2ba64b3180029f14,laranjal paulista,SP,4.1,12,Standard
9f505651f4a6abe901a56cdc21508025,sao paulo,SP,4.3,9,Standard
080199a181c46c657dc5aa235411be3b,osasco,SP,4.6,11,Standard
9646c3513289980f17226a2fc4720dbd,sao jose dos campos,SP,4.3,3,Preferred
f61c63d13f7cd800549d5acdd390ae72,pilar do sul,SP,4.1,13,Standard
1c68394e931a64f90ea236c5ea590300,sarandi,PR,3.9,10,Standard
f84fa566034f5e8e880a07ec624c56af,indaiatuba,SP,4.3,13,Standard
b2479f944e1b90cf8a5de1bbfde284d6,ibitinga,SP,3.3,11,Standard
a4b6b9b992b46e9ef863637af96e04bc,florianopolis,SC,2.6,3,Preferred
acce39e832338debb07b02385cde5967,contagem,MG,4.5,8,Standard
d05ae8f7a5bd1d2a690a44cd079e4e27,rio de janeiro,RJ,3.8,6,Preferred
d20b021d3efdf267a402c402a48ea64b,ibitinga,SP,3.6,14,Standard
6a8b085f816a1f75f92dbac6eb545f8f,bebedouro,SP,4.1,8,Standard
0432ead42b6c8a0bdf68154add917fdf,maua,SP,4.5,6,Preferred
fde0cc9ea29c8ccfc0a2c22256a58c71,curitiba,PR,4.4,13,Standard
ad420dd0c4f92f8af951ac24b86d0cf5,fronteira,MG,4.1,7,Preferred
e94b64dc6979b302a5a5be1662c83bb6,itapecerica da serra,SP,5.0,9,Standard
ae45df84722b1d15c5f32b23a095746c,sao paulo,SP,4.8,2,Preferred
e21a1e8be4715b0fcfd5385643bc49c4,jaguaruna,SC,3.7,14,Standard
b499c00f28f4b7069ff6550af8c1348a,limeira,SP,4.1,12,Standard
17e34d8224d27a541263c4c64b11a56b,riberao preto,SP,4.1,14,Standard
bfd27a966d91cfaafdb25d076585f0da,serra negra,SP,4.3,13,Standard
b92e3c8f9738272ff7c59e111e108d7c,uba,MG,4.1,2,Preferred
9bade61a92bed55a25d2b67b9f4ed739,sao jose dos pinhais,PR,2.3,6,Preferred
f5a590cf36251cf1162ea35bef76fe84,sao bernardo do campo,SP,4.2,2,Preferred
c003204e1ab016dfa150abc119207b24,cajamar,SP,4.4,4,Preferred
4371b634e0efc0e22b09b52907d9d469,sao paulo,SP,4.4,11,Standard
4830e40640734fc1c52cd21127c341d4,sao paulo,SP,4.1,10,Standard
4a1f694197d05fe70026b016a7316b41,pedreira,SP,4.4,14,Standard
17f51e7198701186712e53a39c564617,sao paulo,SP,4.4,8,Standard
ea566164622c6b439516ab18062c42cd,sao  paulo,SP,3.8,13,Standard
3985a3c45be355a4c57fde108bfabd1c,rolante,RS,4.1,7,Preferred
f00e21b1e91a79653163b7fd8f293ff1,andradas,SP,4.1,9,Standard
5abb8ea023c77787f2c15da891c8d384,joinville,SC,3.9,9,Standard
dbec9a0a7efeff029d4d9dce7dc4cc95,belo horizonte,MG,4.0,7,Preferred
4da0e408c99d2fdc2126dc9fce518060,cornelio procopio,PR,4.5,5,Preferred
f4a04f7be452aa3bb31760bf00055dd0,santo andre,SP,4.7,5,Preferred
1838dd9b8977065acf51d95e0053ea7a,belo horizonte,MG,4.2,5,Preferred
de23c3b98a88888289c6f5cc1209054a,sao paulo,SP,4.2,7,Preferred
082e0bf4cb865a6533b1e8e498cc0255,botucatu,SP,3.3,2,Preferred
213b25e6f54661939f11710a6fddb871,salto,SP,3.8,13,Standard
709e16e2b25c7474d980076c6bfc4806,birigui,SP,4.5,3,Preferred
83e197e95a1bbabc8c75e883ed016c47,mage,RJ,4.7,7,Preferred
7daca0837f033a41a6f3428c18657533,tanabi,SP,3.8,12,Standard
0015a82c2db000af6aaaf3ae2ecb0532,santo andre,SP,3.7,2,Preferred
818d28f936e791926d33bcb6ee94ef79,sao paulo,SP,4.0,10,Standard
712e6ed8aa4aa1fa65dab41fed5737e4,videira,SC,3.4,13,Standard
1da3aeb70d7989d1e6d9b0e887f97c23,sao paulo,SP,4.1,7,Preferred
7202e2ba20579a9bd1acb29e61fe71f6,franca,SP,3.9,8,Standard
db2956745b3a8e9f3785c99f34b5d25e,sao sebastiao,SP,3.7,13,Standard
897060da8b9a21f655304d50fd935913,ribeirao preto,SP,3.4,2,Preferred
23d7c96d4a1160db1c726b248601b25a,capivari,SP,3.7,9,Standard
7b0df942f46435babab05d49b744b2c4,braganca paulista,SP,4.6,13,Standard
37515688008a7a40ac93e3b2e4ab203f,dracena,SP,4.1,13,Standard
eb4df17aed01d918c65f0f8d650900c0,paulinia,SP,3.9,13,Standard
d9a84e1403de8da0c3aa531d6d108ba6,sao paulo,SP,4.6,13,Standard
b32be1695eb7ec5f10f72d9610a12527,caxias do sul,RS,4.1,13,Standard
1fdc574883ef3b33ad41562d93f3a74a,limeira,SP,4.4,6,Preferred
95e03ca3d4146e4011985981aeb959b9,rio de janeiro,RJ,4.0,6,Preferred
